show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3799,Movie,Movie Title 3799,James Cameron,"Actor A, Actor B, Actor C",Mexico,"July 5, 2020",2011,R,113 min,Dramas,Description for Movie Title 3799.
s3800,Movie,Movie Title 3800,Ridley Scott,,United States,"June 17, 2020",2015,TV-MA,146 min,"International Movies, Horror Movies",Description for Movie Title 3800.
s3801,Movie,Movie Title 3801,Alfonso Cuarón,"Actor A, Actor B, Actor C",United States,"March 8, 2017",1998,TV-14,132 min,"Action & Adventure, Thrillers, Documentaries",Description for Movie Title 3801.
s3802,TV Show,Show Title 3802,Greta Gerwig,"Actor A, Actor B, Actor C","Japan, United States","June 5, 2014",1977,TV-Y,3 Seasons,"Korean TV Shows, TV Action & Adventure, TV Dramas",Description for Show Title 3802.
s3803,Movie,Movie Title 3803,Bong Joon-ho,"Actor A, Actor B, Actor C","United States, India","April 21, 2020",2009,TV-PG,163 min,Anime Features,Description for Movie Title 3803.
s3804,Movie,Movie Title 3804,,"Actor A, Actor B, Actor C",,"September 23, 2014",1983,R,51 min,"Horror Movies, Dramas",Description for Movie Title 3804.
s3805,Movie,Movie Title 3805,Greta Gerwig,"Actor A, Actor B, Actor C",India,"February 10, 2013",1997,PG,161 min,"Stand-Up Comedy, Music & Musicals",Description for Movie Title 3805.
s3806,Movie,Movie Title 3806,James Cameron,"Actor A, Actor B, Actor C",United States,"May 20, 2016",2006,TV-14,158 min,"Sci-Fi & Fantasy, Sports Movies",Description for Movie Title 3806.
s3807,Movie,Movie Title 3807,Spike Lee,"Actor A, Actor B, Actor C","United States, United Kingdom",,2014,G,57 min,"Dramas, Independent Movies",Description for Movie Title 3807.
s3808,Movie,Movie Title 3808,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"October 10, 2015",1980,TV-MA,45 min,Action & Adventure,Description for Movie Title 3808.
s3809,Movie,Movie Title 3809,Ava DuVernay,"Actor A, Actor B, Actor C",India,"February 22, 2015",2004,TV-PG,48 min,"Action & Adventure, Documentaries",Description for Movie Title 3809.
s3810,TV Show,Show Title 3810,Jordan Peele,"Actor A, Actor B, Actor C",India,"October 12, 2018",2007,NR,3 Seasons,"Kids' TV, TV Comedies, Teen TV Shows",Description for Show Title 3810.
s3811,Movie,Movie Title 3811,,"Actor A, Actor B, Actor C",United States,"May 8, 2021",1990,G,83 min,Sports Movies,Description for Movie Title 3811.
s3812,Movie,Movie Title 3812,Ridley Scott,"Actor A, Actor B, Actor C",Germany,"December 5, 2016",2019,PG-13,93 min,"Dramas, Stand-Up Comedy, Independent Movies",Description for Movie Title 3812.
s3813,Movie,Movie Title 3813,Martin Scorsese,"Actor A, Actor B, Actor C",Italy,"July 7, 2008",2005,NR,89 min,"International Movies, Thrillers, Sports Movies",Description for Movie Title 3813.
s3814,Movie,Movie Title 3814,Alfonso Cuarón,"Actor A, Actor B, Actor C",Germany,"January 20, 2020",2002,PG,159 min,"Children & Family Movies, Documentaries",Description for Movie Title 3814.
s3815,Movie,Movie Title 3815,Ava DuVernay,,India,"February 9, 2019",2009,R,117 min,"Thrillers, Dramas, Documentaries",Description for Movie Title 3815.
s3816,TV Show,Show Title 3816,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"January 21, 2019",1993,TV-14,2 Seasons,"Docuseries, Anime Series, International TV Shows",Description for Show Title 3816.
s3817,Movie,Movie Title 3817,,"Actor A, Actor B, Actor C",,"July 28, 2014",1994,TV-14,174 min,"Thrillers, Romantic Movies, Music & Musicals",Description for Movie Title 3817.
s3818,Movie,Movie Title 3818,Alfonso Cuarón,"Actor A, Actor B, Actor C",Argentina,"November 26, 2019",1985,R,128 min,"Action & Adventure, Independent Movies, Comedies",Description for Movie Title 3818.
s3819,Movie,Movie Title 3819,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"January 15, 2018",2021,R,57 min,"Stand-Up Comedy, Anime Features, Children & Family Movies",Description for Movie Title 3819.
s3820,Movie,Movie Title 3820,David Fincher,"Actor A, Actor B, Actor C",India,"May 7, 2019",2000,R,86 min,Horror Movies,Description for Movie Title 3820.
s3821,Movie,Movie Title 3821,,"Actor A, Actor B, Actor C",France,"May 2, 2021",1967,R,76 min,Stand-Up Comedy,Description for Movie Title 3821.
s3822,Movie,Movie Title 3822,Ava DuVernay,"Actor A, Actor B, Actor C",United States,"March 12, 2021",2016,R,142 min,Comedies,Description for Movie Title 3822.
s3823,Movie,Movie Title 3823,Guillermo del Toro,"Actor A, Actor B, Actor C","Mexico, Canada","January 4, 2011",2017,TV-MA,108 min,"Action & Adventure, Horror Movies, Independent Movies",Description for Movie Title 3823.
s3824,Movie,Movie Title 3824,Bong Joon-ho,"Actor A, Actor B, Actor C",South Korea,"September 3, 2013",1968,TV-MA,163 min,"Music & Musicals, Independent Movies",Description for Movie Title 3824.
s3825,Movie,Movie Title 3825,Martin Scorsese,"Actor A, Actor B, Actor C",United States,"May 21, 2008",2014,PG,43 min,Comedies,Description for Movie Title 3825.
s3826,Movie,Movie Title 3826,David Fincher,"Actor A, Actor B, Actor C",Australia,"September 19, 2021",2003,R,92 min,"International Movies, Action & Adventure",Description for Movie Title 3826.
s3827,Movie,Movie Title 3827,Greta Gerwig,"Actor A, Actor B, Actor C",India,"June 13, 2017",1984,PG-13,72 min,Romantic Movies,Description for Movie Title 3827.
s3828,Movie,Movie Title 3828,Steven Spielberg,"Actor A, Actor B, Actor C",Germany,"March 1, 2015",2019,R,63 min,Anime Features,Description for Movie Title 3828.
s3829,Movie,Movie Title 3829,Martin Scorsese,"Actor A, Actor B, Actor C",United Kingdom,"May 4, 2018",2002,PG,83 min,"Children & Family Movies, International Movies, Sports Movies",Description for Movie Title 3829.
s3830,TV Show,Show Title 3830,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"December 10, 2012",2009,UR,3 Seasons,"TV Action & Adventure, Korean TV Shows",Description for Show Title 3830.
s3831,Movie,Movie Title 3831,,"Actor A, Actor B, Actor C",United Kingdom,"November 24, 2021",2007,TV-MA,66 min,"Independent Movies, Comedies, Sports Movies",Description for Movie Title 3831.
s3832,Movie,Movie Title 3832,,"Actor A, Actor B, Actor C",United States,"August 8, 2008",2015,R,156 min,Documentaries,Description for Movie Title 3832.
s3833,Movie,Movie Title 3833,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"March 16, 2017",2008,PG-13,76 min,"Romantic Movies, Independent Movies, Music & Musicals",Description for Movie Title 3833.
s3834,Movie,Movie Title 3834,Quentin Tarantino,"Actor A, Actor B, Actor C",India,"October 4, 2021",2007,TV-14,53 min,Dramas,Description for Movie Title 3834.
s3835,Movie,Movie Title 3835,Christopher Nolan,"Actor A, Actor B, Actor C",United States,"September 3, 2021",2007,R,110 min,"Anime Features, Sci-Fi & Fantasy",Description for Movie Title 3835.
s3836,Movie,Movie Title 3836,Steven Spielberg,"Actor A, Actor B, Actor C",Australia,"December 6, 2019",1989,R,139 min,"International Movies, Stand-Up Comedy, Independent Movies",Description for Movie Title 3836.
s3837,Movie,Movie Title 3837,Ryan Coogler,"Actor A, Actor B, Actor C",Spain,"March 9, 2019",2021,PG-13,105 min,"Documentaries, Dramas",Description for Movie Title 3837.
s3838,TV Show,Show Title 3838,Bong Joon-ho,"Actor A, Actor B, Actor C",South Korea,"November 4, 2020",2021,TV-14,5 Seasons,"TV Mysteries, Crime TV Shows",Description for Show Title 3838.
s3839,Movie,Movie Title 3839,Bong Joon-ho,"Actor A, Actor B, Actor C",India,"December 19, 2020",1975,NR,90 min,"Sports Movies, Anime Features",Description for Movie Title 3839.
s3840,Movie,Movie Title 3840,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"February 10, 2014",1969,TV-14,176 min,Sports Movies,Description for Movie Title 3840.
s3841,Movie,Movie Title 3841,Ryan Coogler,"Actor A, Actor B, Actor C","United States, Italy","July 10, 2016",2012,TV-14,121 min,Children & Family Movies,Description for Movie Title 3841.
s3842,Movie,Movie Title 3842,,"Actor A, Actor B, Actor C",,"March 1, 2019",2010,PG,94 min,"Anime Features, Stand-Up Comedy",Description for Movie Title 3842.
s3843,Movie,Movie Title 3843,,"Actor A, Actor B, Actor C",Japan,"February 4, 2013",2007,R,121 min,"Dramas, Music & Musicals",Description for Movie Title 3843.
s3844,Movie,Movie Title 3844,,"Actor A, Actor B, Actor C",Australia,"June 14, 2013",2017,TV-14,97 min,"Stand-Up Comedy, Children & Family Movies, Horror Movies",Description for Movie Title 3844.
s3845,Movie,Movie Title 3845,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"November 17, 2017",2019,TV-MA,53 min,"International Movies, Anime Features, Dramas",Description for Movie Title 3845.
s3846,Movie,Movie Title 3846,,"Actor A, Actor B, Actor C",United Kingdom,"September 21, 2014",1995,R,135 min,"Independent Movies, Anime Features",Description for Movie Title 3846.
s3847,Movie,Movie Title 3847,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"July 15, 2017",2009,PG-13,111 min,"Comedies, Sci-Fi & Fantasy, Horror Movies",Description for Movie Title 3847.
s3848,TV Show,Show Title 3848,Denis Villeneuve,"Actor A, Actor B, Actor C",United States,"November 25, 2015",1998,TV-14,1 Season,"TV Thrillers, Kids' TV, Reality TV",Description for Show Title 3848.
s3849,TV Show,Show Title 3849,David Fincher,"Actor A, Actor B, Actor C",,"November 2, 2016",1983,TV-MA,8 Seasons,"TV Mysteries, Reality TV, Teen TV Shows",Description for Show Title 3849.
s3850,TV Show,Show Title 3850,,"Actor A, Actor B, Actor C",India,"December 6, 2019",1991,TV-14,10 Seasons,"TV Comedies, TV Thrillers",Description for Show Title 3850.
s3851,Movie,Movie Title 3851,Ryan Coogler,"Actor A, Actor B, Actor C","United States, Australia","March 15, 2020",1986,R,94 min,Horror Movies,Description for Movie Title 3851.
s3852,Movie,Movie Title 3852,Steven Spielberg,"Actor A, Actor B, Actor C","United States, Nigeria","May 12, 2015",1994,R,135 min,"Sports Movies, Dramas, Children & Family Movies",Description for Movie Title 3852.
s3853,Movie,Movie Title 3853,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"October 23, 2016",2018,R,84 min,Stand-Up Comedy,Description for Movie Title 3853.
s3854,TV Show,Show Title 3854,,"Actor A, Actor B, Actor C",Turkey,"January 2, 2020",2009,TV-Y,1 Season,"TV Comedies, International TV Shows",Description for Show Title 3854.
s3855,Movie,Movie Title 3855,Greta Gerwig,"Actor A, Actor B, Actor C",Brazil,"August 16, 2018",1950,TV-MA,122 min,Thrillers,Description for Movie Title 3855.
s3856,Movie,Movie Title 3856,Christopher Nolan,"Actor A, Actor B, Actor C",Australia,"February 1, 2020",2007,TV-14,148 min,"Romantic Movies, Independent Movies",Description for Movie Title 3856.
s3857,TV Show,Show Title 3857,David Fincher,"Actor A, Actor B, Actor C",,"April 4, 2019",1962,TV-Y7,1 Season,"Talk Shows & Variety, TV Dramas, TV Action & Adventure",Description for Show Title 3857.
s3858,Movie,Movie Title 3858,,"Actor A, Actor B, Actor C",United Kingdom,,1966,TV-MA,90 min,"Action & Adventure, Romantic Movies, Independent Movies",Description for Movie Title 3858.
s3859,Movie,Movie Title 3859,,"Actor A, Actor B, Actor C",Japan,"May 14, 2019",2004,PG-13,69 min,"Children & Family Movies, Action & Adventure",Description for Movie Title 3859.
s3860,Movie,Movie Title 3860,,"Actor A, Actor B, Actor C",United States,"December 23, 2021",2002,TV-14,91 min,"Action & Adventure, Horror Movies",Description for Movie Title 3860.
s3861,TV Show,Show Title 3861,Alfonso Cuarón,"Actor A, Actor B, Actor C","India, South Korea","February 14, 2011",1991,TV-14,5 Seasons,TV Comedies,Description for Show Title 3861.
s3862,Movie,Movie Title 3862,Ryan Coogler,"Actor A, Actor B, Actor C",India,"July 20, 2021",1961,R,70 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Description for Movie Title 3862.
s3863,Movie,Movie Title 3863,Greta Gerwig,"Actor A, Actor B, Actor C",,"March 9, 2021",2015,TV-MA,90 min,Stand-Up Comedy,Description for Movie Title 3863.
s3864,Movie,Movie Title 3864,James Cameron,"Actor A, Actor B, Actor C",India,"February 23, 2017",2007,UR,82 min,Anime Features,Description for Movie Title 3864.
s3865,Movie,Movie Title 3865,Greta Gerwig,"Actor A, Actor B, Actor C",United Kingdom,"January 10, 2017",2003,PG-13,74 min,Dramas,Description for Movie Title 3865.
s3866,Movie,Movie Title 3866,,"Actor A, Actor B, Actor C",India,"November 3, 2014",1992,R,82 min,Comedies,Description for Movie Title 3866.
s3867,Movie,Movie Title 3867,Alfonso Cuarón,"Actor A, Actor B, Actor C",Spain,"January 7, 2009",2016,PG-13,110 min,Music & Musicals,Description for Movie Title 3867.
s3868,Movie,Movie Title 3868,Spike Lee,"Actor A, Actor B, Actor C",United States,"March 5, 2019",1993,TV-14,139 min,"Sci-Fi & Fantasy, Romantic Movies",Description for Movie Title 3868.
s3869,Movie,Movie Title 3869,Greta Gerwig,"Actor A, Actor B, Actor C",India,"May 4, 2020",2007,R,127 min,"International Movies, Anime Features, Sci-Fi & Fantasy",Description for Movie Title 3869.
s3870,Movie,Movie Title 3870,Ryan Coogler,"Actor A, Actor B, Actor C",India,"July 7, 2021",1980,TV-PG,112 min,"Thrillers, Independent Movies",Description for Movie Title 3870.
s3871,Movie,Movie Title 3871,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"August 26, 2017",2003,R,85 min,"Sci-Fi & Fantasy, Comedies, Documentaries",Description for Movie Title 3871.
s3872,TV Show,Show Title 3872,Greta Gerwig,"Actor A, Actor B, Actor C",Brazil,"February 14, 2014",1993,TV-14,1 Season,"Korean TV Shows, Kids' TV",Description for Show Title 3872.
s3873,Movie,Movie Title 3873,,"Actor A, Actor B, Actor C","India, Mexico","October 2, 2015",2007,NR,58 min,"Music & Musicals, Children & Family Movies",Description for Movie Title 3873.
s3874,Movie,Movie Title 3874,,,United States,"August 14, 2021",1974,PG-13,47 min,"Romantic Movies, Stand-Up Comedy, Anime Features",Description for Movie Title 3874.
s3875,Movie,Movie Title 3875,Christopher Nolan,"Actor A, Actor B, Actor C",India,"April 11, 2012",2008,TV-MA,160 min,"Comedies, Documentaries",Description for Movie Title 3875.
s3876,Movie,Movie Title 3876,Alfonso Cuarón,"Actor A, Actor B, Actor C",Canada,"June 19, 2019",1967,TV-14,58 min,Anime Features,Description for Movie Title 3876.
s3877,Movie,Movie Title 3877,David Fincher,"Actor A, Actor B, Actor C",Brazil,"February 20, 2021",2014,PG-13,94 min,Horror Movies,Description for Movie Title 3877.
s3878,Movie,Movie Title 3878,Alfonso Cuarón,"Actor A, Actor B, Actor C","India, South Korea","March 23, 2019",2006,PG-13,152 min,"Documentaries, Horror Movies, Comedies",Description for Movie Title 3878.
s3879,Movie,Movie Title 3879,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"February 4, 2014",2021,TV-MA,109 min,"Sports Movies, Horror Movies",Description for Movie Title 3879.
s3880,Movie,Movie Title 3880,Ava DuVernay,"Actor A, Actor B, Actor C",India,"January 28, 2016",2014,TV-MA,114 min,"Independent Movies, Stand-Up Comedy",Description for Movie Title 3880.
s3881,Movie,Movie Title 3881,Alfonso Cuarón,"Actor A, Actor B, Actor C",Mexico,"March 10, 2021",2021,PG-13,125 min,"Independent Movies, Horror Movies, Music & Musicals",Description for Movie Title 3881.
s3882,TV Show,Show Title 3882,Alfonso Cuarón,"Actor A, Actor B, Actor C",United States,"January 25, 2021",1991,,9 Seasons,Talk Shows & Variety,Description for Show Title 3882.
s3883,Movie,Movie Title 3883,David Fincher,"Actor A, Actor B, Actor C",Japan,"October 7, 2017",2020,R,102 min,Dramas,Description for Movie Title 3883.
s3884,TV Show,Show Title 3884,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"August 12, 2012",2009,TV-MA,1 Season,British TV Shows,Description for Show Title 3884.
s3885,Movie,Movie Title 3885,Jordan Peele,"Actor A, Actor B, Actor C",,"July 3, 2021",2006,G,103 min,"Thrillers, Anime Features, Children & Family Movies",Description for Movie Title 3885.
s3886,TV Show,Show Title 3886,Alfonso Cuarón,"Actor A, Actor B, Actor C",United States,"November 17, 2021",2006,TV-MA,2 Seasons,Anime Series,Description for Show Title 3886.
s3887,Movie,Movie Title 3887,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"August 11, 2018",1989,PG-13,122 min,Comedies,Description for Movie Title 3887.
s3888,TV Show,Show Title 3888,Denis Villeneuve,"Actor A, Actor B, Actor C",United States,"August 6, 2014",2007,TV-MA,3 Seasons,"TV Mysteries, TV Comedies, Teen TV Shows",Description for Show Title 3888.
s3889,TV Show,Show Title 3889,Martin Scorsese,"Actor A, Actor B, Actor C","United States, Nigeria","January 13, 2018",1992,TV-MA,1 Season,Crime TV Shows,Description for Show Title 3889.
s3890,TV Show,Show Title 3890,Ava DuVernay,"Actor A, Actor B, Actor C",United States,"July 18, 2020",2018,TV-MA,3 Seasons,TV Mysteries,Description for Show Title 3890.
s3891,Movie,Movie Title 3891,,"Actor A, Actor B, Actor C",India,"March 8, 2018",2000,TV-PG,101 min,"Action & Adventure, Stand-Up Comedy, International Movies",Description for Movie Title 3891.
s3892,Movie,Movie Title 3892,Denis Villeneuve,"Actor A, Actor B, Actor C",India,"April 22, 2010",2012,TV-14,104 min,"Music & Musicals, Children & Family Movies, Horror Movies",Description for Movie Title 3892.
s3893,TV Show,Show Title 3893,Ridley Scott,"Actor A, Actor B, Actor C",Australia,"July 10, 2019",2009,TV-14,13 Seasons,"TV Action & Adventure, Talk Shows & Variety",Description for Show Title 3893.
s3894,Movie,Movie Title 3894,Alfonso Cuarón,"Actor A, Actor B, Actor C",Japan,"December 8, 2014",2007,R,101 min,"Independent Movies, Romantic Movies",Description for Movie Title 3894.
s3895,Movie,Movie Title 3895,Ridley Scott,"Actor A, Actor B, Actor C",France,"September 6, 2020",2001,R,113 min,Independent Movies,Description for Movie Title 3895.
s3896,Movie,Movie Title 3896,Bong Joon-ho,"Actor A, Actor B, Actor C",South Korea,"August 4, 2020",1991,NR,91 min,"Music & Musicals, Dramas, International Movies",Description for Movie Title 3896.
s3897,Movie,Movie Title 3897,Spike Lee,"Actor A, Actor B, Actor C",India,"August 10, 2019",2009,R,99 min,"Sports Movies, International Movies, Anime Features",Description for Movie Title 3897.
s3898,Movie,Movie Title 3898,Steven Spielberg,"Actor A, Actor B, Actor C",India,"January 23, 2016",2002,PG-13,120 min,"Anime Features, Comedies",Description for Movie Title 3898.
s3899,TV Show,Show Title 3899,Jordan Peele,"Actor A, Actor B, Actor C",United States,"September 4, 2021",2021,TV-MA,13 Seasons,"British TV Shows, Teen TV Shows, Reality TV",Description for Show Title 3899.
s3900,Movie,Movie Title 3900,Bong Joon-ho,"Actor A, Actor B, Actor C",India,"January 12, 2014",1991,R,143 min,"Romantic Movies, Action & Adventure, Documentaries",Description for Movie Title 3900.
s3901,Movie,Movie Title 3901,,"Actor A, Actor B, Actor C",United Kingdom,"March 20, 2014",2019,R,47 min,"Romantic Movies, Anime Features",Description for Movie Title 3901.
s3902,Movie,Movie Title 3902,,"Actor A, Actor B, Actor C",United States,"May 24, 2012",1982,TV-MA,146 min,"Sports Movies, Romantic Movies, Action & Adventure",Description for Movie Title 3902.
s3903,TV Show,Show Title 3903,Bong Joon-ho,"Actor A, Actor B, Actor C",United Kingdom,"November 8, 2017",1990,TV-PG,1 Season,"Anime Series, Korean TV Shows, Crime TV Shows",Description for Show Title 3903.
s3904,Movie,Movie Title 3904,Denis Villeneuve,"Actor A, Actor B, Actor C",Argentina,"March 20, 2017",2003,PG-13,148 min,"Music & Musicals, Comedies, Horror Movies",Description for Movie Title 3904.
s3905,Movie,Movie Title 3905,,"Actor A, Actor B, Actor C",United Kingdom,"January 8, 2020",2003,TV-MA,94 min,Horror Movies,Description for Movie Title 3905.
s3906,Movie,Movie Title 3906,,"Actor A, Actor B, Actor C",India,"May 1, 2021",2002,R,117 min,Children & Family Movies,Description for Movie Title 3906.
s3907,Movie,Movie Title 3907,,,Canada,"January 1, 2021",2002,TV-MA,134 min,"Comedies, Dramas",Description for Movie Title 3907.
s3908,Movie,Movie Title 3908,Ryan Coogler,"Actor A, Actor B, Actor C","United States, Germany","August 9, 2019",2011,R,102 min,Stand-Up Comedy,Description for Movie Title 3908.
s3909,TV Show,Show Title 3909,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,"July 4, 2016",1988,NR,1 Season,"British TV Shows, Kids' TV",Description for Show Title 3909.
s3910,Movie,Movie Title 3910,Spike Lee,"Actor A, Actor B, Actor C",United States,"January 17, 2014",2006,PG-13,90 min,Stand-Up Comedy,Description for Movie Title 3910.
s3911,TV Show,Show Title 3911,Steven Spielberg,"Actor A, Actor B, Actor C",United States,"April 9, 2021",2018,TV-MA,5 Seasons,Talk Shows & Variety,Description for Show Title 3911.
s3912,TV Show,Show Title 3912,Jordan Peele,"Actor A, Actor B, Actor C",Mexico,"August 1, 2017",2020,TV-MA,5 Seasons,"Teen TV Shows, International TV Shows, Anime Series",Description for Show Title 3912.
s3913,Movie,Movie Title 3913,James Cameron,"Actor A, Actor B, Actor C",United States,"January 27, 2020",1984,PG-13,84 min,Independent Movies,Description for Movie Title 3913.
s3914,TV Show,Show Title 3914,Martin Scorsese,"Actor A, Actor B, Actor C",Mexico,"April 24, 2013",1994,TV-MA,2 Seasons,"Anime Series, TV Dramas",Description for Show Title 3914.
s3915,Movie,Movie Title 3915,Jordan Peele,"Actor A, Actor B, Actor C",United States,"March 14, 2021",2006,TV-PG,92 min,"Action & Adventure, Music & Musicals, Horror Movies",Description for Movie Title 3915.
s3916,Movie,Movie Title 3916,,"Actor A, Actor B, Actor C",Turkey,"September 11, 2020",2009,TV-14,81 min,"Sports Movies, Horror Movies, Stand-Up Comedy",Description for Movie Title 3916.
s3917,Movie,Movie Title 3917,Ryan Coogler,"Actor A, Actor B, Actor C","United States, Australia","July 11, 2019",2003,TV-14,78 min,Independent Movies,Description for Movie Title 3917.
s3918,Movie,Movie Title 3918,Ava DuVernay,"Actor A, Actor B, Actor C","Japan, Mexico","September 9, 2021",1995,TV-14,140 min,"Sci-Fi & Fantasy, Dramas, Sports Movies",Description for Movie Title 3918.
s3919,TV Show,Show Title 3919,Bong Joon-ho,"Actor A, Actor B, Actor C",France,"January 21, 2021",2016,TV-Y7,2 Seasons,TV Action & Adventure,Description for Show Title 3919.
s3920,TV Show,Show Title 3920,Ryan Coogler,"Actor A, Actor B, Actor C","United States, Japan","August 17, 2020",2012,TV-G,1 Season,International TV Shows,Description for Show Title 3920.
s3921,TV Show,Show Title 3921,Bong Joon-ho,"Actor A, Actor B, Actor C",,"August 5, 2017",2011,TV-PG,5 Seasons,"TV Dramas, TV Thrillers, British TV Shows",Description for Show Title 3921.
s3922,Movie,Movie Title 3922,Steven Spielberg,"Actor A, Actor B, Actor C",United States,"March 3, 2019",2014,,140 min,"Comedies, International Movies",Description for Movie Title 3922.
s3923,Movie,Movie Title 3923,Martin Scorsese,"Actor A, Actor B, Actor C",United Kingdom,"December 26, 2017",2002,PG-13,157 min,Romantic Movies,Description for Movie Title 3923.
s3924,TV Show,Show Title 3924,David Fincher,"Actor A, Actor B, Actor C",Turkey,"October 8, 2020",1973,NR,1 Season,"TV Action & Adventure, TV Dramas, Korean TV Shows",Description for Show Title 3924.
s3925,TV Show,Show Title 3925,Jordan Peele,"Actor A, Actor B, Actor C",United States,"August 16, 2012",2008,TV-14,1 Season,TV Dramas,Description for Show Title 3925.
s3926,Movie,Movie Title 3926,Christopher Nolan,"Actor A, Actor B, Actor C",Germany,"June 4, 2021",1987,R,117 min,"Independent Movies, Comedies",Description for Movie Title 3926.
s3927,Movie,Movie Title 3927,Christopher Nolan,"Actor A, Actor B, Actor C",Germany,"September 18, 2020",2007,PG-13,176 min,Children & Family Movies,Description for Movie Title 3927.
s3928,Movie,Movie Title 3928,James Cameron,"Actor A, Actor B, Actor C",South Korea,"September 22, 2021",2019,R,79 min,"Romantic Movies, Anime Features, Dramas",Description for Movie Title 3928.
s3929,Movie,Movie Title 3929,David Fincher,"Actor A, Actor B, Actor C",South Korea,"July 13, 2016",1997,NR,69 min,"Anime Features, Dramas",Description for Movie Title 3929.
s3930,Movie,Movie Title 3930,,"Actor A, Actor B, Actor C",United States,"December 27, 2014",2021,TV-MA,93 min,"Action & Adventure, Stand-Up Comedy",Description for Movie Title 3930.
s3931,Movie,Movie Title 3931,Guillermo del Toro,"Actor A, Actor B, Actor C",United Kingdom,"July 18, 2016",2010,NR,143 min,"International Movies, Sports Movies, Horror Movies",Description for Movie Title 3931.
s3932,Movie,Movie Title 3932,Quentin Tarantino,"Actor A, Actor B, Actor C",Japan,"October 3, 2014",1989,PG-13,46 min,"Documentaries, Sports Movies, Sci-Fi & Fantasy",Description for Movie Title 3932.
s3933,Movie,Movie Title 3933,Greta Gerwig,"Actor A, Actor B, Actor C",South Korea,"December 1, 2021",2000,TV-14,45 min,"Action & Adventure, International Movies",Description for Movie Title 3933.
s3934,Movie,Movie Title 3934,,"Actor A, Actor B, Actor C",,"May 27, 2020",2014,PG-13,52 min,Dramas,Description for Movie Title 3934.
s3935,Movie,Movie Title 3935,Jordan Peele,"Actor A, Actor B, Actor C",United States,,2019,R,125 min,"Anime Features, Children & Family Movies, Dramas",Description for Movie Title 3935.
s3936,TV Show,Show Title 3936,Jordan Peele,"Actor A, Actor B, Actor C","South Korea, Egypt","September 1, 2021",1968,TV-PG,1 Season,Docuseries,Description for Show Title 3936.
s3937,Movie,Movie Title 3937,Christopher Nolan,,Mexico,"July 15, 2019",1998,TV-14,125 min,"Thrillers, Music & Musicals, Children & Family Movies",Description for Movie Title 3937.
s3938,Movie,Movie Title 3938,,"Actor A, Actor B, Actor C",France,"May 23, 2013",1991,TV-14,157 min,Horror Movies,Description for Movie Title 3938.
s3939,TV Show,Show Title 3939,Ridley Scott,"Actor A, Actor B, Actor C",Italy,"September 14, 2018",1999,TV-Y,1 Season,"TV Thrillers, Anime Series, TV Action & Adventure",Description for Show Title 3939.
s3940,Movie,Movie Title 3940,David Fincher,"Actor A, Actor B, Actor C",United Kingdom,"April 8, 2018",2020,TV-PG,126 min,"Children & Family Movies, Comedies",Description for Movie Title 3940.
s3941,TV Show,Show Title 3941,Ava DuVernay,"Actor A, Actor B, Actor C",,"March 12, 2017",1989,TV-14,4 Seasons,"TV Thrillers, TV Dramas",Description for Show Title 3941.
s3942,TV Show,Show Title 3942,Bong Joon-ho,"Actor A, Actor B, Actor C",India,"July 13, 2008",2019,TV-Y,2 Seasons,International TV Shows,Description for Show Title 3942.
s3943,TV Show,Show Title 3943,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"September 14, 2019",2012,TV-MA,1 Season,"Anime Series, TV Mysteries",Description for Show Title 3943.
s3944,TV Show,Show Title 3944,Guillermo del Toro,"Actor A, Actor B, Actor C",Turkey,"July 21, 2020",1993,TV-MA,1 Season,"TV Dramas, Docuseries",Description for Show Title 3944.
s3945,TV Show,Show Title 3945,,"Actor A, Actor B, Actor C",South Korea,"March 3, 2020",1970,,1 Season,"TV Mysteries, British TV Shows, TV Thrillers",Description for Show Title 3945.
s3946,Movie,Movie Title 3946,Denis Villeneuve,"Actor A, Actor B, Actor C",United States,"August 20, 2018",2019,TV-MA,101 min,"Thrillers, Romantic Movies, Documentaries",Description for Movie Title 3946.
s3947,Movie,Movie Title 3947,Steven Spielberg,"Actor A, Actor B, Actor C",United States,"June 5, 2021",2006,UR,88 min,Anime Features,Description for Movie Title 3947.
s3948,Movie,Movie Title 3948,Jordan Peele,"Actor A, Actor B, Actor C",United States,"May 24, 2019",1961,TV-14,161 min,Sci-Fi & Fantasy,Description for Movie Title 3948.
